id,"name",lat,lng,"created_at","updated_at"
1205,"上総興津",35.1372,140.25058,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1206,"三門",35.28275,140.39117,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1207,"茂原",35.42689,140.30395,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1208,"永田",35.50338,140.31109,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1209,"行川アイランド",35.11831,140.22564,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1210,"浪花",35.22247,140.37896,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1211,"大網",35.52216,140.31145,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1212,"大原",35.25108,140.39062,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1213,"御宿",35.18748,140.35146,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1214,"新茂原",35.44939,140.29951,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1215,"太東",35.32004,140.38118,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1216,"土気",35.53086,140.26982,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1217,"東浪見",35.34682,140.37663,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1218,"鵜原",35.14109,140.27869,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1219,"八積",35.40377,140.34556,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1220,"会津若松",37.50887,139.93001,"2019-11-30 14:06:00","2019-11-30 14:06:00"
1221,"安善",35.49965,139.70122,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1222,"大川",35.49548,139.71094,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1223,"上尾",35.97292,139.58871,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1224,"深谷",36.19122,139.28151,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1225,"吹上",36.10263,139.45372,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1226,"行田",36.11374,139.43205,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1227,"本庄",36.23622,139.18818,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1228,"神保原",36.25353,139.1494,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1229,"籠原",36.17428,139.33012,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1230,"北上尾",35.98487,139.57788,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1231,"北鴻巣",36.08541,139.47677,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1232,"北本",36.03208,139.53344,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1233,"鴻巣",36.05902,139.50955,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1234,"熊谷",36.13929,139.39039,"2019-11-30 14:06:01","2019-11-30 14:06:01"
1235,"宮原",35.94015,139.60927,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1236,"岡部",36.20567,139.23735,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1237,"桶川",35.99848,139.56399,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1238,"尾久",35.74657,139.75371,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1239,"新町",36.27288,139.10541,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1240,"福俵",35.54605,140.34145,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1241,"求名",35.57993,140.39616,"2019-11-30 14:06:02","2019-11-30 14:06:02"
1242,"東金",35.55994,140.36339,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1243,"郡山",37.39806,140.38858,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1244,"盛岡",39.70087,141.13619,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1245,"利府",38.32936,140.9846,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1246,"藤沢",35.33799,139.48708,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1247,"早川",35.23855,139.14489,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1248,"平塚",35.32743,139.34904,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1249,"鴨宮",35.27577,139.18017,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1250,"国府津",35.28133,139.21488,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1251,"真鶴",35.15661,139.13212,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1252,"根府川",35.20244,139.1385,"2019-11-30 14:06:03","2019-11-30 14:06:03"
1253,"二宮",35.29855,139.25655,"2019-11-30 14:06:04","2019-11-30 14:06:04"
1254,"小田原",35.25605,139.15572,"2019-11-30 14:06:04","2019-11-30 14:06:04"
1255,"大磯",35.31132,139.31321,"2019-11-30 14:06:04","2019-11-30 14:06:04"
1256,"湯河原",35.14625,139.10206,"2019-11-30 14:06:04","2019-11-30 14:06:04"
1257,"辻堂",35.33688,139.4457,"2019-11-30 14:06:04","2019-11-30 14:06:04"
1258,"浅野",35.49742,139.69539,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1259,"新芝浦",35.49159,139.70011,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1260,"海芝浦",35.48604,139.70039,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1261,"弁天橋",35.49576,139.68928,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1262,"国道",35.50048,139.67567,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1263,"武蔵白石",35.50187,139.7065,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1264,"扇町",35.50159,139.72233,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1265,"昭和",35.50659,139.724,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1266,"鶴見小野",35.49687,139.68122,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1267,"姉ケ崎",35.47855,140.04147,"2019-11-30 14:06:05","2019-11-30 14:06:05"
1268,"青堀",35.3305,139.85872,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1269,"安房勝山",35.11379,139.83345,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1270,"千倉",34.97682,139.95458,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1271,"千歳",34.99151,139.96631,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1272,"江見",35.06221,140.06065,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1273,"太海",35.08137,140.09593,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1274,"五井",35.51299,140.08952,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1275,"浜金谷",35.16802,139.82178,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1276,"浜野",35.55215,140.13202,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1277,"保田",35.14136,139.83789,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1278,"岩井",35.09303,139.84984,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1279,"巌根",35.41466,139.93343,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1280,"上総湊",35.22163,139.87094,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1281,"君津",35.33356,139.89538,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1282,"九重",34.99749,139.91123,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1283,"南三原",35.0211,139.979,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1284,"長浦",35.45022,139.99509,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1285,"那古船形",35.02887,139.85123,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1286,"大貫",35.29162,139.85539,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1287,"佐貫町",35.25996,139.87594,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1288,"袖ケ浦",35.43216,139.95789,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1289,"竹岡",35.19746,139.82984,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1290,"館山",34.99554,139.86179,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1291,"富浦",35.04534,139.8379,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1292,"和田浦",35.04179,140.01966,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1293,"八幡宿",35.53604,140.1198,"2019-11-30 14:06:06","2019-11-30 14:06:06"
1294,"蓮田",35.98098,139.65287,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1295,"東大宮",35.94821,139.6401,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1296,"東鷲宮",36.08958,139.67953,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1297,"石橋",36.43621,139.86645,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1298,"自治医大",36.39538,139.85451,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1299,"蒲須坂",36.72063,139.9506,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1300,"片岡",36.75451,139.94559,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1301,"小金井",36.37427,139.84201,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1302,"古河",36.19429,139.70953,"2019-11-30 14:06:07","2019-11-30 14:06:07"
1303,"黒磯",36.97026,140.06011,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1304,"間々田",36.2579,139.76091,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1305,"那須塩原",36.93144,140.02114,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1306,"西那須野",36.88366,139.98642,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1307,"野木",36.22984,139.73452,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1308,"野崎",36.84367,139.95809,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1309,"岡本",36.59814,139.94421,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1310,"新白岡",36.03847,139.67204,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1311,"白岡",36.01764,139.66676,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1312,"雀宮",36.49371,139.877,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1313,"土呂",35.93182,139.63204,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1314,"氏家",36.68147,139.96199,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1315,"矢板",36.80645,139.93282,"2019-11-30 14:06:08","2019-11-30 14:06:08"
1316,"原宿",35.67129,139.70261,"2019-11-30 14:06:09","2019-11-30 14:06:09"
1317,"目白",35.72018,139.70621,"2019-11-30 14:06:09","2019-11-30 14:06:09"
1318,"大塚",35.73157,139.72788,"2019-11-30 14:06:09","2019-11-30 14:06:09"
1319,"新大久保",35.70074,139.7001,"2019-11-30 14:06:09","2019-11-30 14:06:09"
1320,"相原",35.60685,139.33153,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1321,"淵野辺",35.56824,139.39541,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1322,"八王子みなみ野",35.63184,139.33125,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1323,"鴨居",35.51075,139.56623,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1324,"片倉",35.63962,139.34125,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1325,"菊名",35.50964,139.63012,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1326,"古淵",35.55602,139.41874,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1327,"小机",35.50853,139.59956,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1328,"町田",35.54158,139.44624,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1329,"長津田",35.53158,139.49513,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1330,"成瀬",35.53519,139.47263,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1331,"大口",35.49215,139.64623,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1332,"相模原",35.5813,139.37041,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1333,"十日市場",35.5263,139.51662,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1334,"矢部",35.57296,139.38652,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1335,"YRP野比",35.212021,139.685078,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1336,"堀ノ内",35.263653,139.686663,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1337,"京急久里浜",35.230929,139.70237,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1338,"京急長沢",35.205719,139.674331,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1339,"北久里浜",35.250646,139.686574,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1340,"三崎口",35.177435,139.633482,"2019-11-30 14:06:10","2019-11-30 14:06:10"
1341,"三浦海岸",35.186584,139.653619,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1342,"新大津",35.256904,139.690102,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1343,"津久井浜",35.198708,139.665787,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1344,"東逗子",35.29856,139.6018,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1345,"鎌倉",35.31911,139.55013,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1346,"衣笠",35.2569,139.66124,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1347,"北鎌倉",35.33772,139.54458,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1348,"久里浜",35.23301,139.70068,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1349,"田浦",35.29272,139.63735,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1350,"横須賀",35.28411,139.65485,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1351,"逗子",35.29757,139.57871,"2019-11-30 14:06:11","2019-11-30 14:06:11"
1352,"長後",35.41251,139.46543,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1353,"中央林間",35.50755,139.4441,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1354,"藤沢本町",35.34812,139.47601,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1355,"東林間",35.52051,139.4389,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1356,"本鵠沼",35.331,139.47528,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1357,"片瀬江ノ島",35.30906,139.48321,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1358,"高座渋谷",35.43231,139.46467,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1359,"鵠沼海岸",35.32086,139.47118,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1360,"南林間",35.49573,139.44799,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1361,"六会日大前",35.38358,139.47083,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1362,"相模大野",35.53199,139.43762,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1363,"桜ヶ丘",35.45056,139.46574,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1364,"鶴間",35.49021,139.45084,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1365,"大和",35.46991,139.4614,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1366,"善行",35.36279,139.47325,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1367,"生田",35.61501,139.54221,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1368,"愛甲石田",35.41764,139.34394,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1369,"足柄",35.27181,139.15445,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1370,"千歳船橋",35.64742,139.62401,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1371,"豪徳寺",35.65374,139.64735,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1372,"秦野",35.37025,139.22577,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1373,"東北沢",35.6656,139.67322,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1374,"本厚木",35.43936,139.36429,"2019-11-30 14:06:12","2019-11-30 14:06:12"
1375,"螢田",35.28506,139.15197,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1376,"伊勢原",35.396,139.31351,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1377,"和泉多摩川",35.62748,139.57369,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1378,"開成",35.32627,139.13606,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1379,"柿生",35.58965,139.4976,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1380,"栢山",35.31059,139.14254,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1381,"喜多見",35.63651,139.58686,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1382,"狛江",35.63216,139.57726,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1383,"経堂",35.65125,139.63662,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1384,"南新宿",35.68347,139.69851,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1385,"向ヶ丘遊園",35.61721,139.56452,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1386,"小田急相模原",35.51513,139.4226,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1387,"参宮橋",35.67871,139.69355,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1388,"成城学園前",35.64015,139.59916,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1389,"世田谷代田",35.65808,139.66101,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1390,"渋沢",35.37415,139.18451,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1391,"新松田",35.34476,139.13965,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1392,"新百合ヶ丘",35.60384,139.50772,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1393,"相武台前",35.49913,139.4084,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1394,"祖師ヶ谷大蔵",35.64327,139.60971,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1395,"玉川学園前",35.56332,139.46332,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1396,"東海大学前",35.37314,139.27123,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1397,"富水",35.29657,139.14518,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1398,"鶴川",35.58306,139.48136,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1399,"鶴巻温泉",35.38094,139.27775,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1400,"梅ヶ丘",35.65602,139.6536,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1401,"読売ランド前",35.61477,139.5279,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1402,"代々木八幡",35.66948,139.68863,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1403,"百合ヶ丘",35.60906,139.51618,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1404,"座間",35.48069,139.39993,"2019-11-30 14:06:13","2019-11-30 14:06:13"
1405,"はるひ野",35.61888,139.46453,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1406,"唐木田",35.61582,139.41112,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1407,"栗平",35.60599,139.4809,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1408,"黒川",35.61306,139.47089,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1409,"小田急永山",35.62987,139.4483,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1410,"小田急多摩センター",35.62495,139.42443,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1411,"五月台",35.60014,139.49365,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1412,"穴守稲荷",35.550415,139.747002,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1413,"羽田空港国内線ターミナル",35.550074,139.783202,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1414,"羽田空港国際線ターミナル",35.54523,139.768107,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1415,"京急蒲田",35.560659,139.723725,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1416,"糀谷",35.55453,139.72992,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1417,"大鳥居",35.552608,139.739219,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1418,"天空橋",35.548732,139.754041,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1419,"東門前",35.536714,139.73471,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1420,"川崎大師",35.535614,139.726157,"2019-11-30 14:06:14","2019-11-30 14:06:14"
1421,"京急川崎",35.532467,139.700709,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1422,"小島新田",35.534825,139.747862,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1423,"港町",35.5349,139.712566,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1424,"産業道路",35.5367,139.74086,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1425,"鈴木町",35.535333,139.720271,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1426,"追浜",35.315833,139.624916,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1427,"安針塚",35.286766,139.642981,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1428,"青物横丁",35.609505,139.742771,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1429,"屏風浦",35.394628,139.610201,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1430,"平和島",35.578732,139.734865,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1431,"逸見",35.280689,139.65283,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1432,"日ノ出町",35.445513,139.626854,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1433,"井土ヶ谷",35.433787,139.601401,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1434,"花月園前",35.500396,139.672974,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1435,"神奈川新町",35.480879,139.639608,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1436,"神奈川",35.470321,139.627523,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1437,"金沢文庫",35.343547,139.621947,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1438,"金沢八景",35.33121,139.620358,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1439,"京急大津",35.260854,139.696121,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1440,"京急新子安",35.486896,139.655476,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1441,"京急田浦",35.300847,139.625658,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1442,"京急富岡",35.367116,139.629902,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1443,"京急鶴見",35.507201,139.678004,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1444,"県立大学",35.269919,139.676795,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1445,"北品川",35.622066,139.739202,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1446,"黄金町",35.43983,139.622843,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1447,"子安",35.484592,139.645006,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1448,"馬堀海岸",35.259651,139.707389,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1449,"南太田",35.436873,139.61397,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1450,"仲木戸",35.477287,139.634361,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1451,"生麦",35.49533,139.666949,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1452,"能見台",35.360861,139.629453,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1453,"大森海岸",35.587456,139.735143,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1454,"大森町",35.572594,139.732152,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1455,"六郷土手",35.540782,139.707686,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1456,"鮫洲",35.605307,139.74276,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1457,"新馬場",35.617634,139.741368,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1458,"汐入",35.280095,139.661996,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1459,"杉田",35.384224,139.615364,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1460,"立会川",35.598261,139.738573,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1461,"戸部",35.456787,139.619508,"2019-11-30 14:06:15","2019-11-30 14:06:15"
1462,"鶴見市場",35.51781,139.6866,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1463,"梅屋敷",35.566901,139.728347,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1464,"浦賀",35.251635,139.714194,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1465,"横須賀中央",35.278592,139.67052,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1466,"雑色",35.549526,139.714933,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1467,"神武寺",35.306399,139.593277,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1468,"六浦",35.327696,139.620828,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1469,"新逗子",35.295851,139.581192,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1470,"青葉台",35.542911,139.517349,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1471,"江田",35.558529,139.551559,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1472,"藤が丘",35.543626,139.528023,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1473,"二子新地",35.607133,139.622419,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1474,"二子玉川",35.612226,139.627213,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1475,"市が尾",35.551402,139.54118,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1476,"池尻大橋",35.650526,139.683642,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1477,"梶が谷",35.593779,139.605694,"2019-11-30 14:06:16","2019-11-30 14:06:16"
1478,"駒沢大学",35.634069,139.661652,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1479,"南町田グランベリーパーク",35.511397,139.470751,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1480,"宮前平",35.584939,139.581552,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1481,"宮崎台",35.587537,139.591677,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1482,"溝の口",35.599964,139.610623,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1483,"鷺沼",35.579526,139.572854,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1484,"桜新町",35.631997,139.644971,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1485,"三軒茶屋",35.644148,139.669257,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1486,"すずかけ台",35.517427,139.482133,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1487,"高津",35.603062,139.61669,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1488,"たまプラーザ",35.577407,139.558583,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1489,"田奈",35.536434,139.504835,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1490,"つきみ野",35.510318,139.458054,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1491,"つくし野",35.525317,139.484478,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1492,"用賀",35.626131,139.634183,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1493,"千鳥町",35.57278,139.691558,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1494,"荏原中延",35.610001,139.711985,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1495,"蓮沼",35.564387,139.708594,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1496,"旗の台",35.604784,139.702896,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1497,"池上",35.572147,139.702896,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1498,"石川台",35.596999,139.685571,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1499,"久が原",35.579837,139.685347,"2019-11-30 14:06:17","2019-11-30 14:06:17"
1500,"長原",35.602201,139.697689,"2019-11-30 14:06:17","2019-11-30 14:06:17"
